C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0039.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0040.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0041.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0042.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0043.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0044.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0045.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0046.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0047.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0048.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0049.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0050.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0051.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0052.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0053.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0054.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0055.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0056.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0057.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0058.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0059.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0060.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0061.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0062.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0063.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0064.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0065.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0066.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0067.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0068.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0069.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0070.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0071.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0072.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0073.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0074.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0075.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0076.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0077.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0078.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0079.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0080.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0081.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0082.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0083.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0084.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0085.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0086.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0087.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0088.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0089.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0090.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0091.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0092.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0093.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0094.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0095.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0096.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0097.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0098.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0099.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0100.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0101.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0102.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0103.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0104.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0105.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0106.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0107.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0108.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0109.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0110.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0111.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0112.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0113.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0114.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0115.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0116.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0117.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0118.jpg 1 0 0 512 512
C:\Users\Guilherme\Desktop\Computer_Vision_For_Health\Haarcascade_Bengin\p\positive_0119.jpg 1 0 0 512 512
